Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_accident,Is_finished,Is_dsq,Is_mechanical,P1_missing,P2_missing,P3_missing,FastestLap
2025,20,Las Vegas,BOR,Sauber,49.32,18,18,0,19.0,20.0,13.0,1.0,0,0.0,0.0,0,0,0,0
2025,20,Las Vegas,STR,Aston Martin,50.0,12,12,0,15.0,11.0,8.0,1.0,0,0.0,0.0,0,0,0,0
2025,21,Lusail,VER,Red Bull Racing,1.0,3,3,4,6.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,PIA,McLaren,2.0,1,1,1,1.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,SAI,Williams,3.0,7,7,8,4.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,NOR,McLaren,4.0,2,2,3,2.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,ANT,Mercedes,5.0,5,5,6,10.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,RUS,Mercedes,6.0,4,4,2,14.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,ALO,Aston Martin,7.0,8,8,7,3.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,LEC,Ferrari,8.0,10,10,13,8.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,LAW,Racing Bulls,9.0,12,12,14,19.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,TSU,Red Bull Racing,10.0,15,16,5,13.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,ALB,Williams,11.0,14,15,10,7.0,,,0.0,1,0.0,0.0,0,1,1,1
2025,21,Lusail,HAM,Ferrari,12.0,17,18,17,12.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,BOR,Sauber,13.0,19,14,11,16.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,COL,Alpine,14.0,0,20,20,20.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,OCO,Haas F1 Team,15.0,16,17,15,17.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,GAS,Alpine,16.0,9,9,18,18.0,,,0.0,1,0.0,0.0,0,1,1,0
2025,21,Lusail,STR,Aston Martin,22.11,18,19,19,9.0,,,0.0,0,0.0,1.0,0,1,1,0
2025,21,Lusail,HAD,Racing Bulls,22.11,6,6,9,5.0,,,0.0,0,0.0,1.0,0,1,1,0
2025,21,Lusail,BEA,Haas F1 Team,28.42,13,13,12,15.0,,,1.0,0,0.0,0.0,0,1,1,0
2025,21,Lusail,HUL,Sauber,46.84,11,11,16,11.0,,1.0,0.0,0,0.0,0.0,0,1,0,0
2025,22,Yas Island,VER,Red Bull Racing,1.0,1,1,0,2.0,2.0,3.0,0.0,1,0.0,0.0,0,0,0,1
2025,22,Yas Island,PIA,McLaren,2.0,3,3,0,,11.0,5.0,0.0,1,0.0,0.0,1,0,0,0
2025,22,Yas Island,NOR,McLaren,3.0,2,2,0,1.0,1.0,2.0,0.0,1,0.0,0.0,0,0,0,0
2025,22,Yas Island,LEC,Ferrari,4.0,5,5,0,3.0,8.0,8.0,0.0,1,0.0,0.0,0,0,0,0
2025,22,Yas Island,RUS,Mercedes,5.0,4,4,0,6.0,3.0,1.0,0.0,1,0.0,0.0,0,0,0,0
2025,22,Yas Island,ALO,Aston Martin,6.0,6,6,0,,9.0,4.0,0.0,1,0.0,0.0,1,0,0,0
2025,22,Yas Island,OCO,Haas F1 Team,7.0,8,8,0,,16.0,6.0,0.0,1,0.0,0.0,1,0,0,0
2025,22,Yas Island,HAM,Ferrari,8.0,16,16,0,,14.0,18.0,0.0,1,0.0,0.0,1,0,0,0
2025,22,Yas Island,HUL,Sauber,9.0,18,18,0,5.0,5.0,13.0,0.0,1,0.0,0.0,0,0,0,0
2025,22,Yas Island,STR,Aston Martin,10.0,15,15,0,,12.0,14.0,0.0,1,0.0,0.0,1,0,0,0
2025,22,Yas Island,BOR,Sauber,11.0,7,7,0,7.0,6.0,11.0,0.0,1,0.0,0.0,0,0,0,0
2025,22,Yas Island,BEA,Haas F1 Team,12.0,11,11,0,8.0,4.0,7.0,0.0,1,0.0,0.0,0,0,0,0
2025,22,Yas Island,SAI,Williams,13.0,12,12,0,9.0,13.0,12.0,0.0,1,0.0,0.0,0,0,0,0
2025,22,Yas Island,TSU,Red Bull Racing,14.0,10,10,0,,17.0,20.0,0.0,1,0.0,0.0,1,0,0,0
2025,22,Yas Island,ANT,Mercedes,15.0,14,14,0,4.0,10.0,9.0,0.0,1,0.0,0.0,0,0,0,0
2025,22,Yas Island,ALB,Williams,16.0,17,17,0,,15.0,10.0,0.0,1,0.0,0.0,1,0,0,0
2025,22,Yas Island,HAD,Racing Bulls,17.0,9,9,0,12.0,7.0,16.0,0.0,1,0.0,0.0,0,0,0,0
2025,22,Yas Island,LAW,Racing Bulls,18.0,13,13,0,,18.0,15.0,0.0,1,0.0,0.0,1,0,0,0
2025,22,Yas Island,GAS,Alpine,19.0,19,19,0,,20.0,17.0,0.0,1,0.0,0.0,1,0,0,0
2025,22,Yas Island,COL,Alpine,20.0,20,20,0,10.0,19.0,19.0,0.0,1,0.0,0.0,0,0,0,0
