Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_dsq,Is_mechanical,Is_accident,Fine,P1_missing,P2_missing,P3_missing,Is_finished,FastestLap
2020,12,Portimão,PER,Racing Point,7.0,5,5,0,7.0,12.0,8.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,OCO,Renault,8.0,11,11,0,18.0,9.0,10.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,RIC,Renault,9.0,10,10,0,10.0,14.0,14.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,VET,Ferrari,10.0,15,15,0,9.0,6.0,11.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,RAI,Sauber,11.0,16,16,0,8.0,16.0,13.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,ALB,Red Bull Racing,12.0,6,6,0,5.0,10.0,5.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,NOR,McLaren,13.0,8,8,0,12.0,3.0,9.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,RUS,Williams,14.0,14,14,0,19.0,11.0,15.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,GIO,Sauber,15.0,17,17,0,16.0,18.0,18.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,MAG,Haas F1 Team,16.0,19,19,0,15.0,19.0,19.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,GRO,Haas F1 Team,17.0,18,18,0,17.0,20.0,17.0,0,0,0,1,0,0,0,1,0
2020,12,Portimão,LAT,Williams,18.0,20,20,0,20.0,15.0,20.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,KVY,Racing Bulls,19.0,13,13,0,13.0,13.0,12.0,0,0,0,0,0,0,0,1,0
2020,12,Portimão,STR,Racing Point,24.55,12,12,0,14.0,17.0,16.0,0,1,0,0,0,0,0,0,0
2020,13,Imola,HAM,Mercedes,1.0,2,2,0,1.0,,,0,0,0,0,0,1,1,1,1
2020,13,Imola,BOT,Mercedes,2.0,1,1,0,3.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,RIC,Renault,3.0,5,5,0,7.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,KVY,Racing Bulls,4.0,8,8,0,11.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,LEC,Ferrari,5.0,7,7,0,5.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,PER,Racing Point,6.0,11,11,0,13.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,SAI,McLaren,7.0,10,10,0,6.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,NOR,McLaren,8.0,9,9,0,8.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,RAI,Sauber,9.0,18,18,0,17.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,GIO,Sauber,10.0,20,20,0,16.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,LAT,Williams,11.0,19,19,0,20.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,VET,Ferrari,12.0,14,14,0,14.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,STR,Racing Point,13.0,15,15,0,12.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,GRO,Haas F1 Team,14.0,16,16,0,15.0,,,0,0,0,1,0,1,1,1,0
2020,13,Imola,ALB,Red Bull Racing,15.0,6,6,0,10.0,,,0,0,0,0,0,1,1,1,0
2020,13,Imola,RUS,Williams,23.81,13,13,0,18.0,,,0,0,1,0,0,1,1,0,0
2020,13,Imola,VER,Red Bull Racing,24.13,3,3,0,2.0,,,0,0,1,0,0,1,1,0,0
2020,13,Imola,MAG,Haas F1 Team,25.08,17,17,0,19.0,,,0,1,0,0,0,1,1,0,0
2020,13,Imola,OCO,Renault,37.14,12,12,0,9.0,,,0,1,0,0,0,1,1,0,0
2020,13,Imola,GAS,Racing Bulls,46.19,4,4,0,4.0,,,0,1,0,0,0,1,1,0,0
2020,14,Istanbul,HAM,Mercedes,1.0,6,6,0,15.0,4.0,,0,0,0,0,0,0,1,1,0
2020,14,Istanbul,PER,Racing Point,2.0,3,3,0,12.0,11.0,7.0,0,0,0,0,0,0,0,1,0
2020,14,Istanbul,VET,Ferrari,3.0,11,12,0,5.0,9.0,6.0,0,0,0,0,0,0,0,1,0
2020,14,Istanbul,LEC,Ferrari,4.0,12,14,0,3.0,2.0,2.0,0,0,0,0,0,0,0,1,0
2020,14,Istanbul,SAI,McLaren,5.0,15,13,0,,14.0,,0,0,0,0,1,0,1,1,0
2020,14,Istanbul,VER,Red Bull Racing,6.0,2,2,0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0
2020,14,Istanbul,ALB,Red Bull Racing,7.0,4,4,0,2.0,5.0,3.0,0,0,0,0,0,0,0,1,0
2020,14,Istanbul,NOR,McLaren,8.0,14,11,0,7.0,8.0,5.0,0,0,0,0,0,0,0,1,1
2020,14,Istanbul,STR,Racing Point,9.0,1,1,0,13.0,10.0,,0,0,0,0,0,0,1,1,0
2020,14,Istanbul,RIC,Renault,10.0,5,5,0,,15.0,,0,0,0,0,1,0,1,1,0
2020,14,Istanbul,OCO,Renault,11.0,7,7,0,10.0,12.0,4.0,0,0,0,0,0,0,0,1,0
2020,14,Istanbul,KVY,Racing Bulls,12.0,16,17,0,6.0,6.0,,0,0,0,0,0,0,1,1,0
2020,14,Istanbul,GAS,Racing Bulls,13.0,19,15,0,4.0,7.0,,0,0,0,0,0,0,1,1,0
2020,14,Istanbul,BOT,Mercedes,14.0,9,9,0,9.0,3.0,8.0,0,0,0,0,0,0,0,1,0
2020,14,Istanbul,RAI,Sauber,15.0,8,8,0,16.0,16.0,,0,0,0,0,0,0,1,1,0
2020,14,Istanbul,RUS,Williams,16.0,0,18,0,,17.0,,0,0,0,0,1,0,1,1,0
2020,14,Istanbul,MAG,Haas F1 Team,21.03,13,16,0,,19.0,9.0,0,1,0,0,1,0,0,0,0
2020,14,Istanbul,GRO,Haas F1 Team,23.1,17,19,0,14.0,18.0,,0,1,0,0,0,0,1,0,0
2020,14,Istanbul,LAT,Williams,29.83,0,20,0,11.0,20.0,,0,1,0,0,0,0,1,0,0
2020,14,Istanbul,GIO,Sauber,44.31,10,10,0,8.0,13.0,,0,1,0,0,0,0,1,0,0
2020,15,Sakhir,HAM,Mercedes,1.0,1,1,0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,VER,Red Bull Racing,2.0,3,3,0,6.0,2.0,1.0,0,0,0,0,0,0,0,1,1
2020,15,Sakhir,ALB,Red Bull Racing,3.0,4,4,0,7.0,10.0,4.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,NOR,McLaren,4.0,9,9,0,18.0,7.0,7.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,SAI,McLaren,5.0,15,15,0,4.0,13.0,5.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,GAS,Racing Bulls,6.0,8,8,0,5.0,6.0,6.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,RIC,Renault,7.0,6,6,0,10.0,5.0,11.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,BOT,Mercedes,8.0,2,2,0,2.0,3.0,3.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,OCO,Renault,9.0,7,7,0,8.0,11.0,12.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,LEC,Ferrari,10.0,12,12,0,11.0,14.0,15.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,KVY,Racing Bulls,11.0,10,10,0,17.0,9.0,8.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,RUS,Williams,12.0,14,14,0,,20.0,16.0,0,0,0,0,1,0,0,1,0
2020,15,Sakhir,VET,Ferrari,13.0,11,11,0,12.0,12.0,13.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,LAT,Williams,14.0,20,20,0,19.0,18.0,20.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,RAI,Sauber,15.0,17,17,0,,17.0,19.0,0,0,0,0,1,0,0,1,0
2020,15,Sakhir,GIO,Sauber,16.0,16,16,0,16.0,15.0,14.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,MAG,Haas F1 Team,17.0,18,18,0,15.0,16.0,18.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,PER,Racing Point,18.0,5,5,0,3.0,4.0,10.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,STR,Racing Point,19.0,13,13,0,9.0,8.0,9.0,0,0,0,0,0,0,0,1,0
2020,15,Sakhir,GRO,Haas F1 Team,50.0,19,19,0,14.0,19.0,17.0,0,0,1,0,0,0,0,0,0
2020,16,Sakhir,PER,Racing Point,1.0,5,5,0,12.0,4.0,8.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,OCO,Renault,2.0,11,11,0,7.0,5.0,4.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,STR,Racing Point,48.97,10,10,0,11.0,8.0,9.0,0,0,1,0,0,0,0,0,0
2020,16,Sakhir,SAI,McLaren,4.0,8,8,0,13.0,11.0,10.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,RIC,Renault,5.0,7,7,0,9.0,9.0,14.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,ALB,Red Bull Racing,6.0,12,12,0,3.0,6.0,6.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,KVY,Racing Bulls,7.0,6,6,0,5.0,7.0,12.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,BOT,Mercedes,8.0,1,1,0,4.0,1.0,2.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,RUS,Mercedes,9.0,2,2,0,1.0,2.0,7.0,0,0,0,0,0,0,0,1,1
2020,16,Sakhir,NOR,McLaren,10.0,19,15,0,16.0,17.0,5.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,GAS,Racing Bulls,11.0,9,9,0,6.0,10.0,3.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,VET,Ferrari,12.0,13,13,0,8.0,16.0,15.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,GIO,Sauber,13.0,14,14,0,15.0,13.0,11.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,RAI,Sauber,14.0,18,19,0,14.0,12.0,16.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,MAG,Haas F1 Team,15.0,15,16,0,17.0,14.0,17.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,AIT,Williams,16.0,17,18,0,20.0,19.0,20.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,FIT,Haas F1 Team,17.0,20,20,0,19.0,18.0,19.0,0,0,0,0,0,0,0,1,0
2020,16,Sakhir,LAT,Williams,28.05,16,17,0,18.0,15.0,18.0,0,1,0,0,0,0,0,0,0
2020,16,Sakhir,VER,Red Bull Racing,50.0,3,3,0,2.0,3.0,1.0,0,0,1,0,0,0,0,0,0
2020,16,Sakhir,LEC,Ferrari,50.0,4,4,0,10.0,,13.0,0,0,1,0,0,1,0,0,0
2020,17,Yas Island,VER,Red Bull Racing,1.0,1,1,0,1.0,4.0,1.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,BOT,Mercedes,2.0,2,2,0,2.0,2.0,9.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,HAM,Mercedes,3.0,3,3,0,5.0,1.0,6.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,ALB,Red Bull Racing,4.0,5,5,0,4.0,3.0,2.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,NOR,McLaren,5.0,4,4,0,13.0,5.0,5.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,SAI,McLaren,6.0,6,6,0,11.0,12.0,8.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,RIC,Renault,7.0,11,12,0,,8.0,3.0,0,0,0,0,1,0,0,1,1
2020,17,Yas Island,GAS,Racing Bulls,8.0,9,10,0,7.0,13.0,13.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,OCO,Renault,9.0,10,11,0,3.0,6.0,4.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,STR,Racing Point,10.0,8,8,0,6.0,10.0,7.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,KVY,Racing Bulls,11.0,7,7,0,9.0,11.0,11.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,RAI,Sauber,12.0,15,16,0,10.0,14.0,17.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,LEC,Ferrari,13.0,12,9,0,12.0,9.0,12.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,VET,Ferrari,14.0,13,13,0,14.0,15.0,14.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,RUS,Williams,15.0,16,18,0,16.0,18.0,15.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,GIO,Sauber,16.0,14,14,0,,17.0,16.0,0,0,0,0,1,0,0,1,0
2020,17,Yas Island,LAT,Williams,17.0,18,20,0,17.0,20.0,19.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,MAG,Haas F1 Team,18.0,20,17,0,,16.0,18.0,0,0,0,0,1,0,0,1,0
2020,17,Yas Island,FIT,Haas F1 Team,19.0,17,19,0,19.0,19.0,20.0,0,0,0,0,0,0,0,1,0
2020,17,Yas Island,PER,Racing Point,45.64,19,15,0,8.0,7.0,10.0,0,1,0,0,0,0,0,0,0
